uses	world	expression
1	IDEternity_War	(li_flag == 6) && (bottom_boss_li == 1)
1	IDEternity_War	(li_flag == 6) && (top_boss_li == 1)
1	IDAb1_Ere	(li_play == 1) && (2f_decompose == 1)
1	IDAb1_Ere	(li_play == 1) && (2f_decompose == 2)
1	IDAb1_Ere	(li_play == 1) && (2f_decompose == 3)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 1)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 2)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 3)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 4) && (4f_hole_01 == 1)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 5) && (4f_hole_01 == 1)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 6) && (4f_hole_01 == 1)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 7)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 8)
1	IDAb1_Ere	(li_play == 1) && (4f_hole == 9)
1	IDAb1_Ere	(li_play == 1) && (4f_hole_succ == 5)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 1) && (witch_die == 3)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 2) && (witch_die == 3)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 3) && (witch_die == 3)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 4)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 5)
1	IDAb1_Ere	(li_play == 1) && (boss_spawn == 6)
1	IDAb1_Ere	(li_play == 1) && (hero_come == 1)
1	IDAb1_Ere	(li_play == 1) && (hero_come == 2)
1	IDAb1_Ere	(li_play == 1) && (hero_come == 3)
1	IDAb1_Ere	(li_play == 1) && (labor_assassination == 1)
1	IDAb1_Ere	(li_play == 1) && (labor_assassination == 2)
1	IDAb1_Ere	(li_play == 1) && (labor_assassination == 3)
1	IDAb1_Ere	(li_play == 1) && (labor_friend == 1)
1	IDAb1_Ere	(li_play == 1) && (labor_friend == 2)
1	IDAb1_Ere	(li_play == 1) && (labor_friend == 3)
1	IDAb1_Ere	(li_play == 1) && (labor_friend_01 == 1)
1	IDAb1_Ere	(li_play == 1) && (labor_friend_01 == 2)
1	IDAb1_Ere	(li_play == 1) && (mission_end == 1) && (final_boss > 35) && (final_boss <= 70)
1	IDAb1_Ere	(li_play == 1) && (mission_end == 1) && (final_boss > 70)
1	IDAb1_Ere	(li_play == 1) && (mission_end == 1) && (final_boss >= 0) && (final_boss <= 35)
1	IDAb1_Ere	(li_play == 1) && (quest_on == 1)
1	IDAb1_Ere	(li_play == 1) && (run_away == 1)
1	IDAb1_Ere	(li_play == 1) && (sort_deva == 1)
1	IDAb1_Ere	(li_play == 1) && (statdown == 1)
1	IDAb1_Ere	(li_play == 1) && (statdown == 2)
1	IDAb1_Ere	(li_play == 1) && (statdown == 3)
1	IDAb1_Ere	(li_play == 1) && (statdown == 4)
1	IDAb1_Ere	(li_play == 1) && (statdown == 7)
1	IDAb1_Ere	(li_play == 1) && (statdown == 8)
1	idlf1	(master_boss == 1) && (GRADE == 6)
1	idlf1	(master_boss == 1)&& (light == 1)
1	IDAb1_Ere	(mission_end == 1) && (item_a >= 0) && (item_a <= 10)
1	IDAb1_Ere	(mission_end == 1) && (item_a >= 11) && (item_a <= 30)
1	IDAb1_Ere	(mission_end == 1) && (item_a >= 31)
1	IDAb1_Ere	(mission_end == 1) && (item_b >= 0) && (item_b <= 10)
1	IDAb1_Ere	(mission_end == 1) && (item_b >= 11) && (item_b <= 30)
1	IDAb1_Ere	(mission_end == 1) && (item_b >= 31)
1	IDAb1_Ere	(mission_end == 1) && (item_c >= 0) && (item_c <= 10)
1	IDAb1_Ere	(mission_end == 1) && (item_c >= 11) && (item_c <= 30)
1	IDAb1_Ere	(mission_end == 1) && (item_c >= 31)
1	IDEternity_War	(op_set == 1) && (da_flag == 1) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (da_flag == 2) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (da_flag == 3) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (da_flag == 4) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (da_flag == 5) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (da_flag == 6) && (top_boss_da == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 1) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 2) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 3) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 4) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 5) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (li_flag == 6) && (bottom_boss_li == 1)
1	IDEternity_War	(op_set == 1) && (tel_b3 == 1)
1	IDEternity_War	(op_set == 1) && (tel_e == 1)
1	IDEternity_War	(op_set == 1) && (tel_g == 1)
1	IDEternity_War	(op_set == 1) && (tel_i == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 1) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 2) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 3) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 4) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 5) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (da_flag == 6) && (bottom_boss_da == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 1) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 2) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 3) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 4) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 5) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (li_flag == 6) && (top_boss_li == 1)
1	IDEternity_War	(op_set == 2) && (tel_b3 == 1)
1	IDEternity_War	(op_set == 2) && (tel_e == 1)
1	IDEternity_War	(op_set == 2) && (tel_g == 1)
1	IDEternity_War	(op_set == 2) && (tel_i == 1)
1	IDEternity_War	(people_expand_con >= 3) && (96_top == 1)
1	IDAb1_Ere	(smigol_friend == 1) && (heal_play == 1)
1	IDAb1_Ere	(smigol_friend == 2) && (heal_play == 1)
1	IDAb1_Ere	(smigol_sword == 1) && (1round_end == 1)
1	Test_Timeattack	(test_monthly_01 == 1) || (test_monthly_02 == 1) || (test_monthly_03 == 1)
1	Test_Timeattack	(test_monthly_01) || (test_monthly_02) || (test_monthly_03)
1	IDEvent_Solo	(tog_spawn_mob == 2) && (SpecialServer_Cond == 0)
1	IDEvent_Solo	(tog_spawn_mob == 2) && (SpecialServer_Cond == 1)
1	IDLDF5_Under_01_War	(v01 == 1) && (Battle_2 >= 1)
1	IDLDF5_Under_01_War	(v01 == 1) && (EastWest >= 1) && (Battle_3 >= 1)
1	idf5_td_war	(v01 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v01 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v01 == 3) && (TIME_35 == 1)
1	IDLDF5_Under_01_War	(v02 == 1) && (Battle_1 >= 1)
1	IDLDF5_Under_01_War	(v02 == 1) && (SouthNorth >= 1) && (Battle_3 >= 1)
1	idf5_td_war	(v02 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v02 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v02 == 3) && (TIME_35 == 1)
1	IDLDF5_Under_01_War	(v03 == 1) && (Battle_1 >= 1)
1	IDLDF5_Under_01_War	(v03 == 1) && (SouthNorth >= 1) && (Battle_3 >= 1)
1	idf5_td_war	(v03 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v03 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v03 == 3) && (TIME_35 == 1)
1	IDLDF5_Under_01_War	(v04 == 1) && (Battle_2 >= 1)
1	IDLDF5_Under_01_War	(v04 == 1) && (EastWest >= 1) && (Battle_3 >= 1)
1	idf5_td_war	(v04 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v04 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v04 == 3) && (TIME_35 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v06 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v06 == 3) && (TIME_35 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v07 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v07 == 3) && (TIME_35 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v09 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v09 == 3) && (TIME_35 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_05 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_10 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_15 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_20 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_25 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_30 == 1)
1	idf5_td_war	(v10 == 2) && (TIME_35 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_05 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_10 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_15 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_20 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_25 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_30 == 1)
1	idf5_td_war	(v10 == 3) && (TIME_35 == 1)
1	LDF4_Advance	(v13==2) && (li_killer_v13 > 2)
1	LDF4_Advance	(v13==3) && (da_killer_v13 > 2)
1	ldf5b	(v18==2)&&(LDF5b_6021_Teleport_On==1)
1	ldf5b	(v18==2)&&(LDF5b_6021_Teleport_On==3)
1	ldf5b	(v18==3)&&(LDF5b_6021_Teleport_On==1)
1	ldf5b	(v18==3)&&(LDF5b_6021_Teleport_On==2)
1	ldf5b	(v19==2)&&(LDF5b_6021_Teleport_On==1)
1	ldf5b	(v19==2)&&(LDF5b_6021_Teleport_On==3)
1	ldf5b	(v19==3)&&(LDF5b_6021_Teleport_On==1)
1	ldf5b	(v19==3)&&(LDF5b_6021_Teleport_On==2)
1	idlf1	(vanq == 4) && (GRADE == 1)
1	idlf1	(vanq == 4) && (GRADE == 2)
1	idlf1	(vanq == 4) && (GRADE == 6)
1	idlf1	(vanq == 4) && (aboss_die == 1)
1	idlf1	(vanq == 4) && (aboss_die == 1))
1	idlf1	(vanq == 4) && (sboss_die == 1)
1	idlf1	(vanq == 4) && (sboss_die == 1))
1	LDF4_Advance	(vd_d > 0) && (da_killer_v11 > 1)
1	LDF4_Advance	(vd_l > 0) && (li_killer_v11 > 1)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 1)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 10)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 11)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 12)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 13)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 14)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 15)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 16)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 17)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 18)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 19)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 2)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 20)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 21)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 22)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 23)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 24)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 25)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 3)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 4)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 5)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 6)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 7)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 8)
1	IDEternity_03	(zone3close == 1)&&(zone3_book == 9)
1	IDSweep	1STAGE_START>=18
1	IDEternity_01	1st_Boss_Room == 2
1	IDEternity_War	24_bottom == 1
1	IDEternity_War	24_middle == 1
1	IDEternity_War	24_top == 1
1	IDLuna_siege	2STAGE_OPEN==1
1	IDAb1_Ere	2f_decompose == 2
1	IDAb1_Ere	3f_smigol == 1
1	IDAb1_Ere	3f_smigol == 10
1	IDAb1_Ere	3f_smigol == 11
1	IDAb1_Ere	3f_smigol == 12
1	IDAb1_Ere	3f_smigol == 13
1	IDAb1_Ere	3f_smigol == 14
1	IDAb1_Ere	3f_smigol == 15
1	IDAb1_Ere	3f_smigol == 16
1	IDAb1_Ere	3f_smigol == 17
1	IDAb1_Ere	3f_smigol == 18
1	IDAb1_Ere	3f_smigol == 19
1	IDAb1_Ere	3f_smigol == 2
1	IDAb1_Ere	3f_smigol == 20
1	IDAb1_Ere	3f_smigol == 21
1	IDAb1_Ere	3f_smigol == 22
1	IDAb1_Ere	3f_smigol == 23
1	IDAb1_Ere	3f_smigol == 24
1	IDAb1_Ere	3f_smigol == 25
1	IDAb1_Ere	3f_smigol == 26
1	IDAb1_Ere	3f_smigol == 27
1	IDAb1_Ere	3f_smigol == 28
1	IDAb1_Ere	3f_smigol == 29
1	IDAb1_Ere	3f_smigol == 3
1	IDAb1_Ere	3f_smigol == 30
1	IDAb1_Ere	3f_smigol == 31
1	IDAb1_Ere	3f_smigol == 32
1	IDAb1_Ere	3f_smigol == 33
1	IDAb1_Ere	3f_smigol == 34
1	IDAb1_Ere	3f_smigol == 35
1	IDAb1_Ere	3f_smigol == 36
1	IDAb1_Ere	3f_smigol == 37
1	IDAb1_Ere	3f_smigol == 38
1	IDAb1_Ere	3f_smigol == 39
1	IDAb1_Ere	3f_smigol == 4
1	IDAb1_Ere	3f_smigol == 5
1	IDAb1_Ere	3f_smigol == 6
1	IDAb1_Ere	3f_smigol == 7
1	IDAb1_Ere	3f_smigol == 8
1	IDAb1_Ere	3f_smigol == 9
1	IDEternity_01	3rd_Boss_Room == 2
1	ldf5_fortress	7011 == 2
1	ldf5_fortress	7011 == 3
1	idkamar	A1 == 1
1	idkamar	A2 == 1
1	idkamar	A3 == 1
1	IDLuna_siege	ALLY_CANNON==1
1	ab1	Ab1_Link_Weapon_Ctrl_01 == 1
1	idkamar	B1 == 1
1	idkamar	B1 == 2
1	idkamar	B2 == 1
1	idkamar	B2 == 2
1	IDLuna_siege	BLUE_BOMB==1
1	IDLuna_siege	BOMB_SPAWN==1
1	idarena	BONUS_S7_D == 1
1	idarena	BONUS_S7_L == 1
1	idvritra_base	BOSS2_SUM_01 >= 1
1	idvritra_base	BOSS2_SUM_02 >= 1
1	idvritra_base	BOSS2_SUM_03 >= 1
1	IDSeal_Q	BOSSROOM == 1
1	idlf1	BOSS_KILL == 1
1	idvritra_base	BRIDGE_BOSS >= 1
1	IDLDF5_Under_01_War	BaseTakeDark_1_1 == 1
1	IDLDF5_Under_01_War	BaseTakeDark_1_2 == 1
1	IDLDF5_Under_01_War	BaseTakeDark_1_3 == 1
1	IDLDF5_Under_01_War	BaseTakeDark_1_4 == 1
1	IDLDF5_Under_01_War	BaseTakeDrakan_1_1 >= 1
1	IDLDF5_Under_01_War	BaseTakeDrakan_1_2 >= 1
1	IDLDF5_Under_01_War	BaseTakeDrakan_1_3 >= 1
1	IDLDF5_Under_01_War	BaseTakeDrakan_1_4 >= 1
1	IDLDF5_Under_01_War	BaseTakeLight_1_1 == 1
1	IDLDF5_Under_01_War	BaseTakeLight_1_2 == 1
1	IDLDF5_Under_01_War	BaseTakeLight_1_3 == 1
1	IDLDF5_Under_01_War	BaseTakeLight_1_4 == 1
1	IDLDF5_Under_01_War	Battle_3 >= 1
1	idcatacombs	BigOrb_Spawn == 1
1	IDLuna_siege	Boss_Figure==1
1	IDLuna_siege	Boss_Start==1
1	idkamar	C1 == 1
1	idkamar	C2 == 1
1	idkamar	C3 == 1
1	housing_lf_personal	CHALLENGE_505
1	housing_lf_personal	CHALLENGE_507
1	housing_lf_personal	CHALLENGE_509
1	housing_lf_personal	CHALLENGE_511
1	housing_lf_personal	CHALLENGE_513
1	housing_lf_personal	CHALLENGE_515
1	housing_lf_personal	CHALLENGE_517
1	housing_lf_personal	CHALLENGE_519
1	housing_lf_personal	CHALLENGE_521
1	housing_lf_personal	CHALLENGE_523
1	housing_lf_personal	CHALLENGE_525
1	housing_lf_personal	CHALLENGE_527
1	housing_lf_personal	CHALLENGE_529
1	housing_lf_personal	CHALLENGE_531
1	housing_lf_personal	CHALLENGE_533
1	housing_lf_personal	CHALLENGE_535
1	housing_lf_personal	CHALLENGE_537
1	housing_lf_personal	CHALLENGE_539
1	housing_lf_personal	CHALLENGE_541
1	housing_lf_personal	CHALLENGE_543
1	housing_lf_personal	CHALLENGE_545
1	housing_lf_personal	CHALLENGE_547
1	housing_lf_personal	CHALLENGE_549
1	housing_lf_personal	CHALLENGE_551
1	housing_lf_personal	CHALLENGE_553
1	housing_df_personal	CHALLENGE_605
1	housing_df_personal	CHALLENGE_607
1	housing_df_personal	CHALLENGE_609
1	housing_df_personal	CHALLENGE_611
1	housing_df_personal	CHALLENGE_613
1	housing_df_personal	CHALLENGE_615
1	housing_df_personal	CHALLENGE_617
1	housing_df_personal	CHALLENGE_619
1	housing_df_personal	CHALLENGE_621
1	housing_df_personal	CHALLENGE_623
1	housing_df_personal	CHALLENGE_625
1	housing_df_personal	CHALLENGE_627
1	housing_df_personal	CHALLENGE_629
1	housing_df_personal	CHALLENGE_631
1	housing_df_personal	CHALLENGE_633
1	housing_df_personal	CHALLENGE_635
1	housing_df_personal	CHALLENGE_637
1	housing_df_personal	CHALLENGE_639
1	housing_df_personal	CHALLENGE_641
1	housing_df_personal	CHALLENGE_643
1	housing_df_personal	CHALLENGE_645
1	housing_df_personal	CHALLENGE_647
1	housing_df_personal	CHALLENGE_649
1	housing_df_personal	CHALLENGE_651
1	housing_df_personal	CHALLENGE_653
1	idarena_solo	Condition_Box>=1
1	idarena	Condition_S10 == 23
1	idarena	Condition_S10 >= 23
1	iddf2flying_event01	Condition_S2==129
1	iddf2flying_event01	Condition_S2>129
1	idarena_solo	Condition_S2A>=3
1	idarena	Condition_S2_D >= 15
1	idarena	Condition_S2_L >= 15
1	iddf2flying_event01	Condition_S3==172
1	iddf2flying_event01	Condition_S3>172
1	idarena_solo	Condition_S3A>=4
1	idarena_solo	Condition_S3B>=4
1	idarena	Condition_S3_L >= 49
1	iddf2flying_event01	Condition_S4==140
1	iddf2flying_event01	Condition_S4>140
1	idarena	Condition_S6 >= 14
1	idarena	Condition_S6 >= 15
1	idarena	Condition_S6 >= 16
1	idarena_solo	Condition_S6>=2
1	idarena	Condition_S9 >= 7
1	idcromede	Cromede_Butler == 2
1	ab1	Crotan_Nmd >= 10
1	ab1	Crotan_Nmd_Dr_1 >= 1
1	ab1	Crotan_Nmd_Dr_2 >= 1
1	ab1	Crotan_Nmd_Dr_3 >= 1
1	ab1	Crotan_Nmd_Dr_4 >= 1
1	ab1	Crotan_Nmd_Dr_5 >= 1
1	ab1	Crotan_Nmd_Dr_6 >= 1
1	idkamar	D1 == 1
1	idkamar	D1 == 2
1	idkamar	D2 == 1
1	idkamar	D2 == 2
1	IDSeal	DEFENCE_WAVE == 2
1	df2	DF2_1_Killer==1
1	df2	DF2_1_Village==1
1	df2	DF2_1_Village==3
1	df2	DF2_2_Village==1
1	df2	DF2_2_Village==2
1	df2	DF2_2_Village==3
1	df3	DF3_1_Killer==1
1	df3	DF3_2_Killer==1
1	df3	DF3_RVR_Control == 1
1	DF4_M	DF4_D_WINDBOX_ON == 1
1	idkamar	D_0 == 1
1	idkamar	D_160 == 1
1	idkamar	D_205 == 1
1	idkamar	D_25 == 1
1	ldf5_fortress	Da_heal01 == 1
1	ldf5_fortress	Da_heal01 == 2
1	ldf5_fortress	Da_heal01 == 3
1	iddreadgion_02	Dark_A_On == 1
1	iddreadgion_02	Dark_B_On == 1
1	df3	DirectPortalDest_19 == 0
1	df3	DirectPortalDest_23 == 0
1	lf3	DirectPortalDest_27 == 0
1	lf3	DirectPortalDest_28 == 0
1	lf3	DirectPortalDest_31 == 0
1	GAb1_Sub	DirectPortalDest_69 < 1
1	GAb1_Sub	DirectPortalDest_69 == 1
1	GAb1_Sub	DirectPortalDest_70 < 1
1	GAb1_Sub	DirectPortalDest_70 == 1
1	GAb1_Sub	DirectPortalDest_71 < 1
1	GAb1_Sub	DirectPortalDest_71 == 1
1	GAb1_Sub	DirectPortalDest_72 < 1
1	GAb1_Sub	DirectPortalDest_72 == 1
1	df5	DirectPortalDest_91 == 1
1	df5	DirectPortalDest_92 == 1
1	df5	DirectPortalDest_93 == 1
1	ab1	Dkisas_Tak >= 7
1	ab1	Dkisas_Tak_Dr_1 >= 1
1	ab1	Dkisas_Tak_Dr_2 >= 1
1	ab1	Dkisas_Tak_Dr_3 >= 1
1	ab1	Dkisas_Tak_Dr_4 >= 1
1	idf4re_drana	Drana_2nd_gate_1 == 1
1	idf4re_drana	Drana_2nd_gate_2 == 1
1	idf4re_drana	Drana_2nd_gate_3 == 1
1	idf4re_drana	Drana_2nd_hidden_Box == 1
1	idarena_solo	Dukaki_Count>=10
1	idarena_solo	Dukaki_Count>=5
1	IDEternity_01	End_Boss_Die<2
1	IDLuna_siege	Enemy_Cannon==1
1	IDLegion	F1_T1_OBJ_Die == 48
1	IDLegion	F2_T1_OBJ_Die == 48
1	IDLegion	F3_T1_OBJ_Die == 48
1	IDLegion	F4_T1_OBJ_Die == 48
1	df6	F6_Raid_First_Start_02 == 1
1	idldf5b_td	Fire01_01 == 1
1	idldf5b_td	Fire01_02 == 1
1	idldf5b_td	Fire01_03 == 1
1	idldf5b_td	Fire01_04 == 1
1	idldf5b_td	Fire01_05 == 1
1	idldf5b_td	Fire01_06 == 1
1	idldf5b_td	Fire01_07 == 1
1	idldf5b_td	Fire01_08 == 1
1	idldf5b_td	Fire01_09 == 1
1	idldf5b_td	Fire02_01 == 1
1	idldf5b_td	Fire02_02 == 1
1	idldf5b_td	Fire02_03 == 1
1	idldf5b_td	Fire02_04 == 1
1	idldf5b_td	Fire02_05 == 1
1	idldf5b_td	Fire02_06 == 1
1	idldf5b_td	Fire02_07 == 1
1	idldf5b_td	Fire02_08 == 1
1	idldf5b_td	Fire02_09 == 1
1	idldf5b_td	Fire02_10 == 1
1	idldf5b_td	Fire02_11 == 1
